VER,EXP,EAST,XGEO,RISK,event_horizon_distance
6800,0,5000,9000,45,55.04
6800,0,5000,9000,50,57.2
6800,0,5000,9000,55,58.86
6800,0,5000,9000,60,65.28
6800,0,5000,9000,65,63.16
6800,0,5000,9000,70,68.17
6800,0,5000,9000,75,76.19
6800,0,5000,9000,80,80.17
6800,0,5000,13000,15,32.47
6800,0,5000,13000,20,30.47
6800,0,5000,13000,25,42.5
6800,0,5000,13000,30,42.47
6800,0,5000,13000,35,45.59
6800,0,5000,13000,40,46.36
6800,0,5000,13000,45,50.2
6800,0,5000,13000,50,53.07
6800,0,5000,13000,55,59.5
6800,0,5000,13000,60,60.13
6800,0,5000,13000,65,71.25
6800,0,5000,13000,70,76.85
6800,0,5000,13000,75,75.65
6800,0,5000,13000,80,79.57
6800,0,5000,17000,15,28.32
6800,0,5000,17000,20,38.9
6800,0,5000,17000,25,38.54
6800,0,5000,17000,30,47.98
6800,0,5000,17000,35,45.72
6800,0,5000,17000,40,50.0
6800,0,5000,17000,45,52.09
6800,0,5000,17000,50,56.2
6800,0,5000,17000,55,65.41
6800,0,5000,17000,60,67.51
6800,0,5000,17000,65,72.17
6800,0,5000,17000,70,77.79
6800,0,5000,17000,75,72.69
6800,0,5000,17000,80,78.8
6800,0,9000,1000,15,25.56
6800,0,9000,1000,20,34.24
6800,0,9000,1000,25,40.59
6800,0,9000,1000,30,39.68
6800,0,9000,1000,35,42.91
6800,0,9000,1000,40,44.62
6800,0,9000,1000,45,50.61
6800,0,9000,1000,50,55.34
6800,0,9000,1000,55,55.88
6800,0,9000,1000,60,67.92
6800,0,9000,1000,65,70.58
6800,0,9000,1000,70,72.3
6800,0,9000,1000,75,79.79
6800,0,9000,1000,80,75.38
6800,0,9000,5000,15,26.45
6800,0,9000,5000,20,35.58
6800,0,9000,5000,25,41.82
6800,0,9000,5000,30,38.47
6800,0,9000,5000,35,41.73
6800,0,9000,5000,40,45.78
6800,0,9000,5000,45,52.49
6800,0,9000,5000,50,52.65
6800,0,9000,5000,55,61.65
6800,0,9000,5000,60,64.6
6800,0,9000,5000,65,71.88
6800,0,9000,5000,70,74.18
6800,0,9000,5000,75,78.8
6800,0,9000,5000,80,75.95
6800,0,9000,9000,15,26.67
6800,0,9000,9000,20,30.83
6800,0,9000,9000,25,38.27
6800,0,9000,9000,30,43.06
6800,0,9000,9000,35,50.16
6800,0,9000,9000,40,54.56
6800,0,9000,9000,45,53.53
6800,0,9000,9000,50,55.11
6800,0,9000,9000,55,57.74
6800,0,9000,9000,60,63.41
6800,0,9000,9000,65,64.82
6800,0,9000,9000,70,73.5
6800,0,9000,9000,75,75.48
6800,0,9000,9000,80,77.69
6800,0,9000,13000,15,35.81
6800,0,9000,13000,20,33.03
6800,0,9000,13000,25,42.93
6800,0,9000,13000,30,41.29
6800,0,9000,13000,35,51.68
6800,0,9000,13000,40,48.17
6800,0,9000,13000,45,53.34
6800,0,9000,13000,50,54.69
6800,0,9000,13000,55,60.72
6800,0,9000,13000,60,69.95
6800,0,9000,13000,65,70.17
6800,0,9000,13000,70,74.93
6800,0,9000,13000,75,74.46
6800,0,9000,13000,80,83.22
6800,0,9000,17000,15,34.87
6800,0,9000,17000,20,39.98
6800,0,9000,17000,25,37.5
6800,0,9000,17000,30,42.29
6800,0,9000,17000,35,50.48
6800,0,9000,17000,40,47.15
6800,0,9000,17000,45,55.49
6800,0,9000,17000,50,60.78
6800,0,9000,17000,55,59.25
6800,0,9000,17000,60,64.17
6800,0,9000,17000,65,67.91
6800,0,9000,17000,70,73.14
6800,0,9000,17000,75,73.52
6800,0,9000,17000,80,84.74
6800,0,13000,1000,15,26.35
6800,0,13000,1000,20,39.44
6800,0,13000,1000,25,42.61
6800,0,13000,1000,30,44.28
6800,0,13000,1000,35,46.73
6800,0,13000,1000,40,52.18
6800,0,13000,1000,45,57.07
6800,0,13000,1000,50,60.18
6800,0,13000,1000,55,56.92
6800,0,13000,1000,60,65.87
6800,0,13000,1000,65,70.66
6800,0,13000,1000,70,72.99
6800,0,13000,1000,75,76.42
6800,0,13000,1000,80,77.99
6800,0,13000,5000,15,36.57
6800,0,13000,5000,20,40.26
6800,0,13000,5000,25,41.84
6800,0,13000,5000,30,40.84
6800,0,13000,5000,35,41.77
6800,0,13000,5000,40,46.12
6800,0,13000,5000,45,49.82
6800,0,13000,5000,50,57.65
6800,0,13000,5000,55,60.23
6800,0,13000,5000,60,60.92
6800,0,13000,5000,65,66.37
6800,0,13000,5000,70,72.49
6800,0,13000,5000,75,79.12
6800,0,13000,5000,80,77.38
6800,0,13000,9000,15,33.66
6800,0,13000,9000,20,32.72
6800,0,13000,9000,25,35.36
6800,0,13000,9000,30,40.11
6800,0,13000,9000,35,48.81
6800,0,13000,9000,40,54.22
6800,0,13000,9000,45,53.57
6800,0,13000,9000,50,54.43
6800,0,13000,9000,55,66.63
6800,0,13000,9000,60,66.21
6800,0,13000,9000,65,70.73
6800,0,13000,9000,70,69.25
6800,0,13000,9000,75,75.32
6800,0,13000,9000,80,79.23
6800,0,13000,13000,15,34.94
6800,0,13000,13000,20,32.22
6800,0,13000,13000,25,36.11
6800,0,13000,13000,30,45.57
6800,0,13000,13000,35,49.05
6800,0,13000,13000,40,48.95
6800,0,13000,13000,45,58.35
6800,0,13000,13000,50,59.51
6800,0,13000,13000,55,59.87
6800,0,13000,13000,60,62.0
6800,0,13000,13000,65,69.16
6800,0,13000,13000,70,77.01
6800,0,13000,13000,75,79.3
6800,0,13000,13000,80,84.72
6800,0,13000,17000,15,36.39
6800,0,13000,17000,20,38.04
6800,0,13000,17000,25,41.92
6800,0,13000,17000,30,49.29
6800,0,13000,17000,35,46.99
6800,0,13000,17000,40,51.76
6800,0,13000,17000,45,55.58
6800,0,13000,17000,50,64.34
6800,0,13000,17000,55,62.07
6800,0,13000,17000,60,71.65
6800,0,13000,17000,65,73.34
6800,0,13000,17000,70,78.97
6800,0,13000,17000,75,82.57
6800,0,13000,17000,80,83.58
6800,0,17000,1000,15,27.02
6800,0,17000,1000,20,36.45
6800,0,17000,1000,25,37.38
6800,0,17000,1000,30,39.43
6800,0,17000,1000,35,46.59
6800,0,17000,1000,40,55.23
6800,0,17000,1000,45,52.68
6800,0,17000,1000,50,62.95
6800,0,17000,1000,55,64.24
6800,0,17000,1000,60,62.48
6800,0,17000,1000,65,68.15
6800,0,17000,1000,70,73.89
6800,0,17000,1000,75,78.74
6800,0,17000,1000,80,77.48
6800,0,17000,5000,15,29.77
6800,0,17000,5000,20,31.38
6800,0,17000,5000,25,40.83
6800,0,17000,5000,30,47.29
6800,0,17000,5000,35,52.15
6800,0,17000,5000,40,53.47
6800,0,17000,5000,45,53.51
6800,0,17000,5000,50,60.79
6800,0,17000,5000,55,58.75
6800,0,17000,5000,60,64.89
6800,0,17000,5000,65,67.8
6800,0,17000,5000,70,77.31
6800,0,17000,5000,75,79.46
6800,0,17000,5000,80,84.24
6800,0,17000,9000,15,29.69
6800,0,17000,9000,20,35.16
6800,0,17000,9000,25,44.17
6800,0,17000,9000,30,39.96
6800,0,17000,9000,35,43.91
6800,0,17000,9000,40,49.1
6800,0,17000,9000,45,54.42
6800,0,17000,9000,50,56.28
6800,0,17000,9000,55,61.51
6800,0,17000,9000,60,64.9
6800,0,17000,9000,65,73.24
6800,0,17000,9000,70,77.82
6800,0,17000,9000,75,75.35
6800,0,17000,9000,80,84.1
6800,0,17000,13000,15,37.88
6800,0,17000,13000,20,34.49
6800,0,17000,13000,25,39.58
6800,0,17000,13000,30,40.85
6800,0,17000,13000,35,52.56
6800,0,17000,13000,40,56.36
6800,0,17000,13000,45,52.18
6800,0,17000,13000,50,56.09
6800,0,17000,13000,55,65.16
6800,0,17000,13000,60,64.79
6800,0,17000,13000,65,67.5
6800,0,17000,13000,70,71.92
6800,0,17000,13000,75,83.45
6800,0,17000,13000,80,85.66
6800,0,17000,17000,15,33.89
6800,0,17000,17000,20,39.83
6800,0,17000,17000,25,37.24
6800,0,17000,17000,30,42.25
6800,0,17000,17000,35,53.71
6800,0,17000,17000,40,57.4
6800,0,17000,17000,45,59.11
6800,0,17000,17000,50,59.15
6800,0,17000,17000,55,65.52
6800,0,17000,17000,60,70.35
6800,0,17000,17000,65,68.22
6800,0,17000,17000,70,78.59
6800,0,17000,17000,75,74.97
6800,0,17000,17000,80,83.12
6800,1000,1000,1000,15,24.25
6800,1000,1000,1000,20,33.42
6800,1000,1000,1000,25,33.61
6800,1000,1000,1000,30,42.51
6800,1000,1000,1000,35,44.02
6800,1000,1000,1000,40,48.55
6800,1000,1000,1000,45,48.58
6800,1000,1000,1000,50,52.39
6800,1000,1000,1000,55,54.42
6800,1000,1000,1000,60,64.23
6800,1000,1000,1000,65,62.08
6800,1000,1000,1000,70,70.36
6800,1000,1000,1000,75,75.44
6800,1000,1000,1000,80,73.52
6800,1000,1000,5000,15,31.0
6800,1000,1000,5000,20,33.92
6800,1000,1000,5000,25,41.97
6800,1000,1000,5000,30,40.03
6800,1000,1000,5000,35,48.84
6800,1000,1000,5000,40,44.92
6800,1000,1000,5000,45,55.63
6800,1000,1000,5000,50,59.03
6800,1000,1000,5000,55,59.65
6800,1000,1000,5000,60,63.92
6800,1000,1000,5000,65,66.12
6800,1000,1000,5000,70,75.0
6800,1000,1000,5000,75,76.87
6800,1000,1000,5000,80,79.66
6800,1000,1000,9000,15,30.61
6800,1000,1000,9000,20,31.56
6800,1000,1000,9000,25,34.69
6800,1000,1000,9000,30,39.58
6800,1000,1000,9000,35,50.12
6800,1000,1000,9000,40,51.98
6800,1000,1000,9000,45,56.72
6800,1000,1000,9000,50,55.62
6800,1000,1000,9000,55,64.99
6800,1000,1000,9000,60,61.38
6800,1000,1000,9000,65,72.08
6800,1000,1000,9000,70,71.45
6800,1000,1000,9000,75,75.76
6800,1000,1000,9000,80,77.52
6800,1000,1000,13000,15,31.18
6800,1000,1000,13000,20,39.41
6800,1000,1000,13000,25,37.77
6800,1000,1000,13000,30,43.59
6800,1000,1000,13000,35,48.95
6800,1000,1000,13000,40,48.86
6800,1000,1000,13000,45,48.61
6800,1000,1000,13000,50,56.08
6800,1000,1000,13000,55,60.7
6800,1000,1000,13000,60,60.01
6800,1000,1000,13000,65,66.04
6800,1000,1000,13000,70,71.19
6800,1000,1000,13000,75,73.48
6800,1000,1000,13000,80,83.78
6800,1000,1000,17000,15,32.91
6800,1000,1000,17000,20,39.45
6800,1000,1000,17000,25,39.15
6800,1000,1000,17000,30,47.45
6800,1000,1000,17000,35,48.57
6800,1000,1000,17000,40,47.82
6800,1000,1000,17000,45,51.58
6800,1000,1000,17000,50,59.51
6800,1000,1000,17000,55,65.82
6800,1000,1000,17000,60,65.94
6800,1000,1000,17000,65,70.71
6800,1000,1000,17000,70,72.32
6800,1000,1000,17000,75,80.16
6800,1000,1000,17000,80,80.87
6800,1000,5000,1000,15,32.83
6800,1000,5000,1000,20,37.57
6800,1000,5000,1000,25,34.81
6800,1000,5000,1000,30,37.45
6800,1000,5000,1000,35,48.03
6800,1000,5000,1000,40,45.03
6800,1000,5000,1000,45,56.22
6800,1000,5000,1000,50,53.64
6800,1000,5000,1000,55,60.58
6800,1000,5000,1000,60,58.87
6800,1000,5000,1000,65,65.26
6800,1000,5000,1000,70,69.87
6800,1000,5000,1000,75,75.52
6800,1000,5000,1000,80,81.25
6800,1000,5000,5000,15,33.5
6800,1000,5000,5000,20,37.35
6800,1000,5000,5000,25,34.75
6800,1000,5000,5000,30,43.33
6800,1000,5000,5000,35,47.89
6800,1000,5000,5000,40,47.46
6800,1000,5000,5000,45,54.08
6800,1000,5000,5000,50,55.17
6800,1000,5000,5000,55,60.44
6800,1000,5000,5000,60,63.27
6800,1000,5000,5000,65,68.1
6800,1000,5000,5000,70,76.07
6800,1000,5000,5000,75,73.08
6800,1000,5000,5000,80,81.9
6800,1000,5000,9000,15,34.3
6800,1000,5000,9000,20,35.09
6800,1000,5000,9000,25,35.97
6800,1000,5000,9000,30,40.6
6800,1000,5000,9000,35,43.72
6800,1000,5000,9000,40,47.12
6800,1000,5000,9000,45,53.0
6800,1000,5000,9000,50,60.37
6800,1000,5000,9000,55,64.38
6800,1000,5000,9000,60,66.22
6800,1000,5000,9000,65,65.17
6800,1000,5000,9000,70,71.37
6800,1000,5000,9000,75,73.13
6800,1000,5000,9000,80,78.15
6800,1000,5000,13000,15,31.0
6800,1000,5000,13000,20,35.37
6800,1000,5000,13000,25,34.75
6800,1000,5000,13000,30,47.01
6800,1000,5000,13000,35,45.14
6800,1000,5000,13000,40,53.62
6800,1000,5000,13000,45,54.98
6800,1000,5000,13000,50,56.88
6800,1000,5000,13000,55,57.42
6800,1000,5000,13000,60,67.34
6800,1000,5000,13000,65,67.11
6800,1000,5000,13000,70,72.04
6800,1000,5000,13000,75,75.28
6800,1000,5000,13000,80,81.97
6800,1000,5000,17000,15,36.49
6800,1000,5000,17000,20,31.49
6800,1000,5000,17000,25,41.59
6800,1000,5000,17000,30,46.41
6800,1000,5000,17000,35,49.27
6800,1000,5000,17000,40,50.61
6800,1000,5000,17000,45,50.14
6800,1000,5000,17000,50,53.83
6800,1000,5000,17000,55,58.31
6800,1000,5000,17000,60,63.47
6800,1000,5000,17000,65,64.79
6800,1000,5000,17000,70,70.16
6800,1000,5000,17000,75,78.74
6800,1000,5000,17000,80,84.16
6800,1000,9000,1000,15,28.94
6800,1000,9000,1000,20,37.69
6800,1000,9000,1000,25,38.94
6800,1000,9000,1000,30,36.92
6800,1000,9000,1000,35,49.77
6800,1000,9000,1000,40,49.51
6800,1000,9000,1000,45,56.59
6800,1000,9000,1000,50,53.54
6800,1000,9000,1000,55,64.43
6800,1000,9000,1000,60,65.17
6800,1000,9000,1000,65,71.08
6800,1000,9000,1000,70,70.42
6800,1000,9000,1000,75,76.51
6800,1000,9000,1000,80,77.31
6800,1000,9000,5000,15,28.29
6800,1000,9000,5000,20,30.09
6800,1000,9000,5000,25,41.0
6800,1000,9000,5000,30,42.74
6800,1000,9000,5000,35,49.27
6800,1000,9000,5000,40,47.78
6800,1000,9000,5000,45,55.23
6800,1000,9000,5000,50,59.53
6800,1000,9000,5000,55,60.1
6800,1000,9000,5000,60,67.52
6800,1000,9000,5000,65,68.98
6800,1000,9000,5000,70,72.36
6800,1000,9000,5000,75,74.38
6800,1000,9000,5000,80,82.38
6800,1000,9000,9000,15,31.16
6800,1000,9000,9000,20,35.73
6800,1000,9000,9000,25,35.55
6800,1000,9000,9000,30,44.51
6800,1000,9000,9000,35,49.71
6800,1000,9000,9000,40,51.48
6800,1000,9000,9000,45,56.04
6800,1000,9000,9000,50,59.35
6800,1000,9000,9000,55,65.86
6800,1000,9000,9000,60,66.31
6800,1000,9000,9000,65,69.01
6800,1000,9000,9000,70,77.41
6800,1000,9000,9000,75,74.09
6800,1000,9000,9000,80,83.36
6800,1000,9000,13000,15,29.56
6800,1000,9000,13000,20,34.65
6800,1000,9000,13000,25,41.01
6800,1000,9000,13000,30,47.21
6800,1000,9000,13000,35,42.7
6800,1000,9000,13000,40,50.78
6800,1000,9000,13000,45,54.09
6800,1000,9000,13000,50,61.7
6800,1000,9000,13000,55,59.86
6800,1000,9000,13000,60,63.05
6800,1000,9000,13000,65,74.18
6800,1000,9000,13000,70,74.27
6800,1000,9000,13000,75,79.17
6800,1000,9000,13000,80,76.64
6800,1000,9000,17000,15,31.33
6800,1000,9000,17000,20,39.59
6800,1000,9000,17000,25,36.55
6800,1000,9000,17000,30,48.95
6800,1000,9000,17000,35,51.17
6800,1000,9000,17000,40,48.77
6800,1000,9000,17000,45,58.6
6800,1000,9000,17000,50,63.64
6800,1000,9000,17000,55,60.86
6800,1000,9000,17000,60,70.58
6800,1000,9000,17000,65,67.72
6800,1000,9000,17000,70,70.09
6800,1000,9000,17000,75,80.62
6800,1000,9000,17000,80,83.95
6800,1000,13000,1000,15,36.1
6800,1000,13000,1000,20,34.97
6800,1000,13000,1000,25,36.74
6800,1000,13000,1000,30,47.02
6800,1000,13000,1000,35,48.3
6800,1000,13000,1000,40,46.07
6800,1000,13000,1000,45,58.64
6800,1000,13000,1000,50,56.16
6800,1000,13000,1000,55,63.8
6800,1000,13000,1000,60,60.3
6800,1000,13000,1000,65,65.3
6800,1000,13000,1000,70,76.54
6800,1000,13000,1000,75,79.61
6800,1000,13000,1000,80,75.59
6800,1000,13000,5000,15,30.27
6800,1000,13000,5000,20,35.91
6800,1000,13000,5000,25,37.65
6800,1000,13000,5000,30,46.9
6800,1000,13000,5000,35,45.76
6800,1000,13000,5000,40,54.73
6800,1000,13000,5000,45,51.53
6800,1000,13000,5000,50,54.04
6800,1000,13000,5000,55,61.4
6800,1000,13000,5000,60,70.27
6800,1000,13000,5000,65,69.65
6800,1000,13000,5000,70,75.26
6800,1000,13000,5000,75,81.12
6800,1000,13000,5000,80,80.4
6800,1000,13000,9000,15,32.69
6800,1000,13000,9000,20,36.78
6800,1000,13000,9000,25,39.24
6800,1000,13000,9000,30,48.46
6800,1000,13000,9000,35,46.27
6800,1000,13000,9000,40,49.2
6800,1000,13000,9000,45,50.24
6800,1000,13000,9000,50,60.77
6800,1000,13000,9000,55,58.45
6800,1000,13000,9000,60,65.5
6800,1000,13000,9000,65,73.8
6800,1000,13000,9000,70,70.53
6800,1000,13000,9000,75,74.2
6800,1000,13000,9000,80,78.57
6800,1000,13000,13000,15,31.18
6800,1000,13000,13000,20,32.7
6800,1000,13000,13000,25,40.74
6800,1000,13000,13000,30,40.32
6800,1000,13000,13000,35,48.8
6800,1000,13000,13000,40,55.01
6800,1000,13000,13000,45,55.05
6800,1000,13000,13000,50,56.96
6800,1000,13000,13000,55,63.65
6800,1000,13000,13000,60,62.65
6800,1000,13000,13000,65,70.68
6800,1000,13000,13000,70,78.06
6800,1000,13000,13000,75,77.78
6800,1000,13000,13000,80,83.37
6800,1000,13000,17000,15,38.29
6800,1000,13000,17000,20,40.41
6800,1000,13000,17000,25,45.1
6800,1000,13000,17000,30,47.75
6800,1000,13000,17000,35,51.25
6800,1000,13000,17000,40,53.4
6800,1000,13000,17000,45,56.51
6800,1000,13000,17000,50,62.4
6800,1000,13000,17000,55,64.35
6800,1000,13000,17000,60,63.9
6800,1000,13000,17000,65,70.4
6800,1000,13000,17000,70,72.19
6800,1000,13000,17000,75,75.85
6800,1000,13000,17000,80,83.46
6800,1000,17000,1000,15,31.47
6800,1000,17000,1000,20,34.61
6800,1000,17000,1000,25,41.99
6800,1000,17000,1000,30,43.72
6800,1000,17000,1000,35,49.07
6800,1000,17000,1000,40,51.19
6800,1000,17000,1000,45,56.02
6800,1000,17000,1000,50,60.99
6800,1000,17000,1000,55,60.32
6800,1000,17000,1000,60,63.7
6800,1000,17000,1000,65,74.3
6800,1000,17000,1000,70,76.78
6800,1000,17000,1000,75,75.01
6800,1000,17000,1000,80,80.51
6800,1000,17000,5000,15,30.86
6800,1000,17000,5000,20,38.42
6800,1000,17000,5000,25,43.17
6800,1000,17000,5000,30,40.85
6800,1000,17000,5000,35,45.39
6800,1000,17000,5000,40,53.24
6800,1000,17000,5000,45,54.8
6800,1000,17000,5000,50,63.23
6800,1000,17000,5000,55,58.99
6800,1000,17000,5000,60,68.38
6800,1000,17000,5000,65,73.44
6800,1000,17000,5000,70,74.4
6800,1000,17000,5000,75,77.17
6800,1000,17000,5000,80,77.78
6800,1000,17000,9000,15,30.25
6800,1000,17000,9000,20,36.53
6800,1000,17000,9000,25,36.88
6800,1000,17000,9000,30,41.05
6800,1000,17000,9000,35,44.42
6800,1000,17000,9000,40,50.65
6800,1000,17000,9000,45,60.22
6800,1000,17000,9000,50,62.23
6800,1000,17000,9000,55,66.66
6800,1000,17000,9000,60,66.49
6800,1000,17000,9000,65,71.74
6800,1000,17000,9000,70,75.52
6800,1000,17000,9000,75,77.87
6800,1000,17000,9000,80,84.11
6800,1000,17000,13000,15,29.15
6800,1000,17000,13000,20,39.48
6800,1000,17000,13000,25,38.95
6800,1000,17000,13000,30,47.21
6800,1000,17000,13000,35,53.12
6800,1000,17000,13000,40,53.11
6800,1000,17000,13000,45,60.49
6800,1000,17000,13000,50,56.04
6800,1000,17000,13000,55,62.9
6800,1000,17000,13000,60,64.65
6800,1000,17000,13000,65,68.89
6800,1000,17000,13000,70,75.83
6800,1000,17000,13000,75,82.77
6800,1000,17000,13000,80,87.38
6800,1000,17000,17000,15,33.53
6800,1000,17000,17000,20,34.58
6800,1000,17000,17000,25,42.11
6800,1000,17000,17000,30,45.32
6800,1000,17000,17000,35,52.13
6800,1000,17000,17000,40,57.72
6800,1000,17000,17000,45,59.25
6800,1000,17000,17000,50,60.81
6800,1000,17000,17000,55,59.92
6800,1000,17000,17000,60,63.46
6800,1000,17000,17000,65,68.55
6800,1000,17000,17000,70,78.85
6800,1000,17000,17000,75,84.32
6800,1000,17000,17000,80,86.13
6800,2000,1000,1000,15,30.27
6800,2000,1000,1000,20,32.91
6800,2000,1000,1000,25,38.76
6800,2000,1000,1000,30,40.73
6800,2000,1000,1000,35,43.89
6800,2000,1000,1000,40,50.15
6800,2000,1000,1000,45,47.49
6800,2000,1000,1000,50,56.26
6800,2000,1000,1000,55,61.47
6800,2000,1000,1000,60,67.19
6800,2000,1000,1000,65,71.52
6800,2000,1000,1000,70,72.42
6800,2000,1000,1000,75,75.02
6800,2000,1000,1000,80,81.28
6800,2000,1000,5000,15,30.56
6800,2000,1000,5000,20,30.52
6800,2000,1000,5000,25,41.64
6800,2000,1000,5000,30,42.88
6800,2000,1000,5000,35,41.85
6800,2000,1000,5000,40,50.03
6800,2000,1000,5000,45,47.72
6800,2000,1000,5000,50,58.93
6800,2000,1000,5000,55,63.42
6800,2000,1000,5000,60,63.59
6800,2000,1000,5000,65,67.59
6800,2000,1000,5000,70,66.57
6800,2000,1000,5000,75,78.4
6800,2000,1000,5000,80,78.52
6800,2000,1000,9000,15,32.3
6800,2000,1000,9000,20,34.59
6800,2000,1000,9000,25,38.99
6800,2000,1000,9000,30,38.58
6800,2000,1000,9000,35,40.66
6800,2000,1000,9000,40,50.84
6800,2000,1000,9000,45,55.29
6800,2000,1000,9000,50,56.87
6800,2000,1000,9000,55,57.85
6800,2000,1000,9000,60,69.0
6800,2000,1000,9000,65,65.43
6800,2000,1000,9000,70,67.45
6800,2000,1000,9000,75,70.63
6800,2000,1000,9000,80,83.3
6800,2000,1000,13000,15,27.99
6800,2000,1000,13000,20,38.64
6800,2000,1000,13000,25,36.4
6800,2000,1000,13000,30,42.42
6800,2000,1000,13000,35,43.01
6800,2000,1000,13000,40,50.95
6800,2000,1000,13000,45,56.5
6800,2000,1000,13000,50,53.85
6800,2000,1000,13000,55,65.77
6800,2000,1000,13000,60,63.63
6800,2000,1000,13000,65,71.35
6800,2000,1000,13000,70,72.17
6800,2000,1000,13000,75,79.85
6800,2000,1000,13000,80,84.11
6800,2000,1000,17000,15,30.81
6800,2000,1000,17000,20,39.3
6800,2000,1000,17000,25,41.47
6800,2000,1000,17000,30,46.35
6800,2000,1000,17000,35,43.15
6800,2000,1000,17000,40,51.89
6800,2000,1000,17000,45,56.55
6800,2000,1000,17000,50,53.17
6800,2000,1000,17000,55,59.75
6800,2000,1000,17000,60,64.27
6800,2000,1000,17000,65,71.57
6800,2000,1000,17000,70,76.59
6800,2000,1000,17000,75,80.0
6800,2000,1000,17000,80,78.33
6800,2000,5000,1000,15,33.83
6800,2000,5000,1000,20,37.27
6800,2000,5000,1000,25,40.84
6800,2000,5000,1000,30,43.87
6800,2000,5000,1000,35,49.05
6800,2000,5000,1000,40,49.63
6800,2000,5000,1000,45,50.22
6800,2000,5000,1000,50,54.22
6800,2000,5000,1000,55,55.17
6800,2000,5000,1000,60,60.13
6800,2000,5000,1000,65,72.55
6800,2000,5000,1000,70,73.71
6800,2000,5000,1000,75,72.34
6800,2000,5000,1000,80,81.83
6800,2000,5000,5000,15,27.91
6800,2000,5000,5000,20,33.98
6800,2000,5000,5000,25,42.95
6800,2000,5000,5000,30,46.64
6800,2000,5000,5000,35,49.35
6800,2000,5000,5000,40,52.96
6800,2000,5000,5000,45,51.04
6800,2000,5000,5000,50,58.71
6800,2000,5000,5000,55,62.29
6800,2000,5000,5000,60,60.05
6800,2000,5000,5000,65,64.43
6800,2000,5000,5000,70,76.05
6800,2000,5000,5000,75,75.31
6800,2000,5000,5000,80,83.64
6800,2000,5000,9000,15,32.9
6800,2000,5000,9000,20,36.13
6800,2000,5000,9000,25,39.15
6800,2000,5000,9000,30,46.22
6800,2000,5000,9000,35,49.57
6800,2000,5000,9000,40,52.87
6800,2000,5000,9000,45,56.74
6800,2000,5000,9000,50,56.58
6800,2000,5000,9000,55,64.0
6800,2000,5000,9000,60,63.22
6800,2000,5000,9000,65,66.03
6800,2000,5000,9000,70,74.42
6800,2000,5000,9000,75,74.67
6800,2000,5000,9000,80,81.32
6800,2000,5000,13000,15,30.05
6800,2000,5000,13000,20,40.05
6800,2000,5000,13000,25,36.16
6800,2000,5000,13000,30,39.66
6800,2000,5000,13000,35,46.75
6800,2000,5000,13000,40,46.51
6800,2000,5000,13000,45,57.95
6800,2000,5000,13000,50,61.12
6800,2000,5000,13000,55,63.7
6800,2000,5000,13000,60,66.98
6800,2000,5000,13000,65,64.88
6800,2000,5000,13000,70,71.99
6800,2000,5000,13000,75,73.67
6800,2000,5000,13000,80,77.49
6800,2000,5000,17000,15,30.19
6800,2000,5000,17000,20,37.77
6800,2000,5000,17000,25,37.31
6800,2000,5000,17000,30,45.16
6800,2000,5000,17000,35,52.47
6800,2000,5000,17000,40,47.09
6800,2000,5000,17000,45,57.82
6800,2000,5000,17000,50,61.04
6800,2000,5000,17000,55,59.41
6800,2000,5000,17000,60,66.59
6800,2000,5000,17000,65,73.88
6800,2000,5000,17000,70,69.35
6800,2000,5000,17000,75,77.87
6800,2000,5000,17000,80,76.35
6800,2000,9000,1000,15,32.77
6800,2000,9000,1000,20,32.43
6800,2000,9000,1000,25,43.39
6800,2000,9000,1000,30,42.87
6800,2000,9000,1000,35,43.21
6800,2000,9000,1000,40,54.2
6800,2000,9000,1000,45,52.02
6800,2000,9000,1000,50,55.81
6800,2000,9000,1000,55,60.29
6800,2000,9000,1000,60,65.52
6800,2000,9000,1000,65,65.15
6800,2000,9000,1000,70,77.14
6800,2000,9000,1000,75,78.5
6800,2000,9000,1000,80,75.03
6800,2000,9000,5000,15,33.58
6800,2000,9000,5000,20,35.55
6800,2000,9000,5000,25,40.58
6800,2000,9000,5000,30,45.76
6800,2000,9000,5000,35,44.5
6800,2000,9000,5000,40,52.06
6800,2000,9000,5000,45,56.19
6800,2000,9000,5000,50,53.96
6800,2000,9000,5000,55,56.9
6800,2000,9000,5000,60,64.08
6800,2000,9000,5000,65,65.01
6800,2000,9000,5000,70,72.87
6800,2000,9000,5000,75,74.68
6800,2000,9000,5000,80,83.34
6800,2000,9000,9000,15,27.65
6800,2000,9000,9000,20,32.06
6800,2000,9000,9000,25,36.48
6800,2000,9000,9000,30,40.9
6800,2000,9000,9000,35,50.2
6800,2000,9000,9000,40,54.66
6800,2000,9000,9000,45,52.34
6800,2000,9000,9000,50,54.34
6800,2000,9000,9000,55,65.5
6800,2000,9000,9000,60,70.53
6800,2000,9000,9000,65,65.84
6800,2000,9000,9000,70,69.71
6800,2000,9000,9000,75,73.8
6800,2000,9000,9000,80,76.98
6800,2000,9000,13000,15,34.41
6800,2000,9000,13000,20,40.14
6800,2000,9000,13000,25,42.65
6800,2000,9000,13000,30,44.72
6800,2000,9000,13000,35,43.32
6800,2000,9000,13000,40,46.71
6800,2000,9000,13000,45,52.65
6800,2000,9000,13000,50,55.9
6800,2000,9000,13000,55,65.09
6800,2000,9000,13000,60,68.66
6800,2000,9000,13000,65,72.74
