VER,EXP,EAST,XGEO,RISK,event_horizon_distance,predicted_event_horizon_distance
1200,15000,17000,17000,75,68.72,16.81058884
1200,15000,17000,17000,80,77.56,16.33134842
1200,16000,1000,1000,15,15.55,23.40587997
1200,16000,1000,1000,20,21.78,22.01634407
1200,16000,1000,1000,25,28.36,21.29313087
1200,16000,1000,1000,30,32.14,21.13716125
1200,16000,1000,1000,35,39.03,20.85235023
1200,16000,1000,1000,40,34.51,20.58797836
1200,16000,1000,1000,45,44.87,20.17539978
1200,16000,1000,1000,50,42.77,19.66255188
1200,16000,1000,1000,55,45.84,19.17526245
1200,16000,1000,1000,60,49.63,18.74493599
1200,16000,1000,1000,65,54.22,18.29346466
1200,16000,1000,1000,70,61.68,17.79472923
1200,16000,1000,1000,75,69.6,17.12426567
1200,16000,1000,1000,80,66.3,16.70234299
1200,16000,1000,5000,15,23.35,23.84791565
1200,16000,1000,5000,20,29.27,21.87100029
1200,16000,1000,5000,25,26.68,21.30595779
1200,16000,1000,5000,30,31.18,21.25941086
1200,16000,1000,5000,35,38.31,21.08024216
1200,16000,1000,5000,40,39.47,20.76980782
1200,16000,1000,5000,45,43.75,20.40294647
1200,16000,1000,5000,50,47.3,19.9538517
1200,16000,1000,5000,55,52.22,19.43778801
1200,16000,1000,5000,60,53.51,18.99271202
1200,16000,1000,5000,65,54.85,18.4733963
1200,16000,1000,5000,70,65.28,17.89872742
1200,16000,1000,5000,75,68.94,17.20367813
1200,16000,1000,5000,80,69.03,16.58417892
1200,16000,1000,9000,15,17.55,23.65733719
1200,16000,1000,9000,20,29.26,21.75004005
1200,16000,1000,9000,25,26.51,21.25605011
1200,16000,1000,9000,30,30.04,21.2325573
1200,16000,1000,9000,35,37.85,21.01759338
1200,16000,1000,9000,40,40.73,20.72769928
1200,16000,1000,9000,45,39.42,20.28187752
1200,16000,1000,9000,50,51.08,19.80354309
1200,16000,1000,9000,55,48.66,19.26856422
1200,16000,1000,9000,60,50.57,18.67682838
1200,16000,1000,9000,65,56.09,18.12341881
1200,16000,1000,9000,70,59.98,17.61513901
1200,16000,1000,9000,75,62.93,17.01154709
1200,16000,1000,9000,80,73.85,16.33553123
1200,16000,1000,13000,15,22.01,24.00530815
1200,16000,1000,13000,20,23.98,21.81778336
1200,16000,1000,13000,25,32.06,21.28314781
1200,16000,1000,13000,30,34.95,21.24255753
1200,16000,1000,13000,35,32.19,21.05220985
1200,16000,1000,13000,40,43.41,20.7481308
1200,16000,1000,13000,45,44.42,20.20394897
1200,16000,1000,13000,50,49.95,19.55939484
1200,16000,1000,13000,55,53.97,19.04455566
1200,16000,1000,13000,60,56.25,18.43457413
1200,16000,1000,13000,65,54.9,17.98307037
1200,16000,1000,13000,70,64.15,17.42464828
1200,16000,1000,13000,75,64.09,16.84822273
1200,16000,1000,13000,80,71.58,16.10881805
1200,16000,1000,17000,15,17.67,23.97060204
1200,16000,1000,17000,20,28.37,21.75550842
1200,16000,1000,17000,25,30.92,21.27149582
1200,16000,1000,17000,30,32.53,21.22219467
1200,16000,1000,17000,35,41.59,21.06348991
1200,16000,1000,17000,40,37.99,20.7276268
1200,16000,1000,17000,45,42.23,20.19544601
1200,16000,1000,17000,50,49.21,19.54564476
1200,16000,1000,17000,55,56.75,19.01716423
1200,16000,1000,17000,60,58.79,18.43449974
1200,16000,1000,17000,65,57.91,17.97612381
1200,16000,1000,17000,70,64.41,17.40602493
1200,16000,1000,17000,75,67.71,16.87113953
1200,16000,1000,17000,80,67.95,16.12925529
1200,16000,5000,1000,15,18.02,23.14323807
1200,16000,5000,1000,20,25.83,21.83553886
1200,16000,5000,1000,25,26.84,21.01653862
1200,16000,5000,1000,30,30.52,20.7227478
1200,16000,5000,1000,35,33.6,20.57769203
1200,16000,5000,1000,40,35.94,20.40172577
1200,16000,5000,1000,45,41.35,19.93948364
1200,16000,5000,1000,50,42.54,19.22068596
1200,16000,5000,1000,55,52.03,18.66983032
1200,16000,5000,1000,60,56.26,18.39414597
1200,16000,5000,1000,65,58.62,17.90305138
1200,16000,5000,1000,70,61.31,17.50784492
1200,16000,5000,1000,75,62.85,16.83699608
1200,16000,5000,1000,80,65.17,16.37226486
1200,16000,5000,5000,15,24.65,23.45757675
1200,16000,5000,5000,20,27.78,21.76310921
1200,16000,5000,5000,25,32.84,21.07188034
1200,16000,5000,5000,30,29.85,20.85645294
1200,16000,5000,5000,35,37.3,20.78339386
1200,16000,5000,5000,40,42.82,20.55451965
1200,16000,5000,5000,45,47.43,20.11309242
1200,16000,5000,5000,50,49.59,19.49585342
1200,16000,5000,5000,55,55.47,19.04297638
1200,16000,5000,5000,60,58.53,18.68262672
1200,16000,5000,5000,65,57.71,18.22042084
1200,16000,5000,5000,70,58.39,17.84017181
1200,16000,5000,5000,75,67.86,17.18885422
1200,16000,5000,5000,80,71.02,16.37566376
1200,16000,5000,9000,15,26.04,23.56523132
1200,16000,5000,9000,20,23.47,21.96362495
1200,16000,5000,9000,25,29.81,21.15092468
1200,16000,5000,9000,30,31.55,20.9340992
1200,16000,5000,9000,35,34.36,20.78329468
1200,16000,5000,9000,40,37.76,20.51372337
1200,16000,5000,9000,45,43.04,20.04291153
1200,16000,5000,9000,50,48.45,19.43397522
1200,16000,5000,9000,55,54.4,18.97816086
1200,16000,5000,9000,60,58.15,18.34163094
1200,16000,5000,9000,65,59.28,17.75853348
1200,16000,5000,9000,70,62.36,17.41288376
1200,16000,5000,9000,75,69.74,16.92681503
1200,16000,5000,9000,80,75.16,16.45375824
1200,16000,5000,13000,15,22.6,23.9286747
1200,16000,5000,13000,20,27.52,21.98742676
1200,16000,5000,13000,25,33.25,21.24620628
1200,16000,5000,13000,30,35.72,21.0373764
1200,16000,5000,13000,35,42.18,20.86491585
1200,16000,5000,13000,40,37.33,20.50918961
1200,16000,5000,13000,45,41.37,19.89858627
1200,16000,5000,13000,50,44.05,19.16996765
1200,16000,5000,13000,55,48.11,18.65979385
1200,16000,5000,13000,60,52.05,18.03223801
1200,16000,5000,13000,65,55.41,17.62561798
1200,16000,5000,13000,70,61.79,17.24737167
1200,16000,5000,13000,75,62.8,16.76586914
1200,16000,5000,13000,80,71,16.28407097
1200,16000,5000,17000,15,25.69,23.87487221
1200,16000,5000,17000,20,31.76,21.90791702
1200,16000,5000,17000,25,26.87,21.23781586
1200,16000,5000,17000,30,33.33,21.0470314
1200,16000,5000,17000,35,39.86,20.88694763
1200,16000,5000,17000,40,46.86,20.49022484
1200,16000,5000,17000,45,48.32,19.88939095
1200,16000,5000,17000,50,48.38,19.15447807
1200,16000,5000,17000,55,51.2,18.63441086
1200,16000,5000,17000,60,58.69,18.02766228
1200,16000,5000,17000,65,58.87,17.6119194
1200,16000,5000,17000,70,60,17.22893906
1200,16000,5000,17000,75,64.6,16.79842186
1200,16000,5000,17000,80,68.57,16.30941772
1200,16000,9000,1000,15,21.37,23.28840637
1200,16000,9000,1000,20,29.87,21.91717529
1200,16000,9000,1000,25,34.13,21.133461
1200,16000,9000,1000,30,37.2,20.81338501
1200,16000,9000,1000,35,33,20.6764164
1200,16000,9000,1000,40,41.92,20.41857529
1200,16000,9000,1000,45,48.82,19.91750145
1200,16000,9000,1000,50,50.98,19.1687851
1200,16000,9000,1000,55,55.6,18.61999893
1200,16000,9000,1000,60,59.87,18.35663223
1200,16000,9000,1000,65,56.05,17.86048889
1200,16000,9000,1000,70,59.18,17.49080086
1200,16000,9000,1000,75,69.05,16.87732887
1200,16000,9000,1000,80,70.1,16.39267921
1200,16000,9000,5000,15,26.26,23.62392235
1200,16000,9000,5000,20,28.1,21.84911156
1200,16000,9000,5000,25,27.63,21.18702507
1200,16000,9000,5000,30,28.88,20.94274521
1200,16000,9000,5000,35,38.03,20.88216782
1200,16000,9000,5000,40,36.78,20.57462502
1200,16000,9000,5000,45,46.82,20.1163578
1200,16000,9000,5000,50,45.8,19.46073532
1200,16000,9000,5000,55,51.38,19.02035904
1200,16000,9000,5000,60,54.92,18.67957878
1200,16000,9000,5000,65,55.27,18.21352196
1200,16000,9000,5000,70,62.97,17.85076141
1200,16000,9000,5000,75,67.06,17.24669647
1200,16000,9000,5000,80,67.9,16.39118958
1200,16000,9000,9000,15,18.13,23.61881256
1200,16000,9000,9000,20,30.72,22.05851173
1200,16000,9000,9000,25,32.07,21.33051872
1200,16000,9000,9000,30,38.84,21.08357239
1200,16000,9000,9000,35,41.76,20.91400146
1200,16000,9000,9000,40,43.85,20.53899384
1200,16000,9000,9000,45,47.69,20.02767944
1200,16000,9000,9000,50,46.28,19.36792946
1200,16000,9000,9000,55,50.67,18.90566254
1200,16000,9000,9000,60,58.46,18.30405235
1200,16000,9000,9000,65,65.13,17.70192528
1200,16000,9000,9000,70,61.13,17.38941574
1200,16000,9000,9000,75,69.9,16.96719742
1200,16000,9000,9000,80,74.85,16.43383217
1200,16000,9000,13000,15,28.56,23.80607414
1200,16000,9000,13000,20,22.79,22.03672981
1200,16000,9000,13000,25,31.73,21.36871147
1200,16000,9000,13000,30,38.42,21.1209259
1200,16000,9000,13000,35,39.19,20.84482384
1200,16000,9000,13000,40,44.38,20.38190842
1200,16000,9000,13000,45,49.02,19.78783798
1200,16000,9000,13000,50,52.01,19.08972359
1200,16000,9000,13000,55,56.03,18.56410408
1200,16000,9000,13000,60,55.22,17.99548721
1200,16000,9000,13000,65,56.98,17.52882957
1200,16000,9000,13000,70,63.52,17.15115929
1200,16000,9000,13000,75,71.81,16.75204659
1200,16000,9000,13000,80,72.8,16.26159477
1200,16000,9000,17000,15,22.93,23.73252869
1200,16000,9000,17000,20,31.97,21.9375
1200,16000,9000,17000,25,33.96,21.3475914
1200,16000,9000,17000,30,35.86,21.10689735
1200,16000,9000,17000,35,37.41,20.85336685
1200,16000,9000,17000,40,44.34,20.36480141
1200,16000,9000,17000,45,45.77,19.77636909
1200,16000,9000,17000,50,51.25,19.07529831
1200,16000,9000,17000,55,52.92,18.55048943
1200,16000,9000,17000,60,62.79,17.99748611
1200,16000,9000,17000,65,64.37,17.52221489
1200,16000,9000,17000,70,61.93,17.13492203
1200,16000,9000,17000,75,70.93,16.7809639
1200,16000,9000,17000,80,76.84,16.27976799
1200,16000,13000,1000,15,24.36,23.35601044
1200,16000,13000,1000,20,25.43,21.95915794
1200,16000,13000,1000,25,34.71,21.17225647
1200,16000,13000,1000,30,29.71,20.82300568
1200,16000,13000,1000,35,35.13,20.66514397
1200,16000,13000,1000,40,37.73,20.39176369
1200,16000,13000,1000,45,49.35,19.92007446
1200,16000,13000,1000,50,50.3,19.19438553
1200,16000,13000,1000,55,52.11,18.62663269
1200,16000,13000,1000,60,56.74,18.37890244
1200,16000,13000,1000,65,61.9,17.87114716
1200,16000,13000,1000,70,67.75,17.52771568
1200,16000,13000,1000,75,66.03,16.8989315
1200,16000,13000,1000,80,75.53,16.43422699
1200,16000,13000,5000,15,28.03,23.63595581
1200,16000,13000,5000,20,23.4,21.89111328
1200,16000,13000,5000,25,29.12,21.22084618
1200,16000,13000,5000,30,35.78,20.94113541
1200,16000,13000,5000,35,40.65,20.87767601
1200,16000,13000,5000,40,45.46,20.55979156
1200,16000,13000,5000,45,46.44,20.13834381
1200,16000,13000,5000,50,54.22,19.50011444
1200,16000,13000,5000,55,56.12,19.04629135
1200,16000,13000,5000,60,60.2,18.71898651
1200,16000,13000,5000,65,59.66,18.2230854
1200,16000,13000,5000,70,67.68,17.89966202
1200,16000,13000,5000,75,72.01,17.28594208
1200,16000,13000,5000,80,76.86,16.47028542
1200,16000,13000,9000,15,24.24,23.63768387
1200,16000,13000,9000,20,27.75,22.10231781
1200,16000,13000,9000,25,32.05,21.38513184
1200,16000,13000,9000,30,32.6,21.10017014
1200,16000,13000,9000,35,39.3,20.9258461
1200,16000,13000,9000,40,46.97,20.54474831
1200,16000,13000,9000,45,48.7,20.05935669
1200,16000,13000,9000,50,51.89,19.41476059
1200,16000,13000,9000,55,56.68,18.94390106
1200,16000,13000,9000,60,57.44,18.35232544
1200,16000,13000,9000,65,59.55,17.71765137
1200,16000,13000,9000,70,68.41,17.44252014
1200,16000,13000,9000,75,67.53,17.01852417
1200,16000,13000,9000,80,76.92,16.51205063
1200,16000,13000,13000,15,24.63,23.73185349
1200,16000,13000,13000,20,31.34,22.07233047
1200,16000,13000,13000,25,29.09,21.43019867
1200,16000,13000,13000,30,34.16,21.11921501
1200,16000,13000,13000,35,38.48,20.84793282
1200,16000,13000,13000,40,45.67,20.3105526
1200,16000,13000,13000,45,42.96,19.75681686
1200,16000,13000,13000,50,52.05,19.10489273
1200,16000,13000,13000,55,53.94,18.63412857
1200,16000,13000,13000,60,61.49,18.06053543
1200,16000,13000,13000,65,65.85,17.56736183
1200,16000,13000,13000,70,62.53,17.17111015
1200,16000,13000,13000,75,64.41,16.78350449
1200,16000,13000,13000,80,76.09,16.31383133
1200,16000,13000,17000,15,25.05,23.66579437
1200,16000,13000,17000,20,24.83,21.98779106
1200,16000,13000,17000,25,28.94,21.41290283
1200,16000,13000,17000,30,31.97,21.14203835
1200,16000,13000,17000,35,44.5,20.84085274
1200,16000,13000,17000,40,41.17,20.30207253
1200,16000,13000,17000,45,46.56,19.77682114
1200,16000,13000,17000,50,54.5,19.1012764
1200,16000,13000,17000,55,55.42,18.63617897
1200,16000,13000,17000,60,54.72,18.0815239
1200,16000,13000,17000,65,65.64,17.54887009
1200,16000,13000,17000,70,61.49,17.15964317
1200,16000,13000,17000,75,65.31,16.79206467
1200,16000,13000,17000,80,69.96,16.34174156
1200,16000,17000,1000,15,20.26,23.39591026
1200,16000,17000,1000,20,29.91,21.95629311
1200,16000,17000,1000,25,26.61,21.1543293
1200,16000,17000,1000,30,32.18,20.81538773
1200,16000,17000,1000,35,42.91,20.67103004
1200,16000,17000,1000,40,41.37,20.39856529
1200,16000,17000,1000,45,44.48,19.93808365
1200,16000,17000,1000,50,48.68,19.19991112
1200,16000,17000,1000,55,55.38,18.638134
1200,16000,17000,1000,60,55.15,18.38635445
1200,16000,17000,1000,65,59.78,17.87535477
1200,16000,17000,1000,70,61.73,17.51852226
1200,16000,17000,1000,75,67.69,16.90505409
1200,16000,17000,1000,80,73.05,16.44083214
1200,16000,17000,5000,15,23.78,23.64328766
1200,16000,17000,5000,20,28.9,21.88822174
1200,16000,17000,5000,25,26.92,21.20693016
1200,16000,17000,5000,30,35.16,20.93619728
1200,16000,17000,5000,35,34.32,20.8826561
1200,16000,17000,5000,40,40.95,20.56975365
1200,16000,17000,5000,45,41.81,20.1552906
1200,16000,17000,5000,50,52.26,19.50533295
1200,16000,17000,5000,55,57.61,19.05662918
1200,16000,17000,5000,60,56.59,18.72826385
1200,16000,17000,5000,65,61.89,18.22612953
1200,16000,17000,5000,70,61.23,17.89117813
1200,16000,17000,5000,75,70.89,17.29149246
1200,16000,17000,5000,80,73.95,16.47734451
1200,16000,17000,9000,15,23.11,23.66243553
1200,16000,17000,9000,20,33.06,22.09289742
1200,16000,17000,9000,25,32,21.37245369
1200,16000,17000,9000,30,31.12,21.09655762
1200,16000,17000,9000,35,34.99,20.93040657
1200,16000,17000,9000,40,43.22,20.54541588
1200,16000,17000,9000,45,51.16,20.06974792
1200,16000,17000,9000,50,50.6,19.41937447
1200,16000,17000,9000,55,55.04,18.95353508
1200,16000,17000,9000,60,54.18,18.36123657
1200,16000,17000,9000,65,64.34,17.72068596
1200,16000,17000,9000,70,68.01,17.43469238
1200,16000,17000,9000,75,73.82,17.02642441
1200,16000,17000,9000,80,72.9,16.52490616
1200,16000,17000,13000,15,27.69,23.78024864
1200,16000,17000,13000,20,26.36,22.0994072
1200,16000,17000,13000,25,37.54,21.42211151
1200,16000,17000,13000,30,31.79,21.12650299
1200,16000,17000,13000,35,38.3,20.84631729
1200,16000,17000,13000,40,46.72,20.30049896
1200,16000,17000,13000,45,51.25,19.76376724
1200,16000,17000,13000,50,48.62,19.12100029
1200,16000,17000,13000,55,54.31,18.64935684
1200,16000,17000,13000,60,54.05,18.07481003
1200,16000,17000,13000,65,58.98,17.55192757
1200,16000,17000,13000,70,70.08,17.1821022
1200,16000,17000,13000,75,73.01,16.80142975
1200,16000,17000,13000,80,78.31,16.28457642
1200,16000,17000,17000,15,25.24,23.70824242
1200,16000,17000,17000,20,29.57,22.02682686
1200,16000,17000,17000,25,32.93,21.41904449
1200,16000,17000,17000,30,39.02,21.15441132
1200,16000,17000,17000,35,39.68,20.8431263
1200,16000,17000,17000,40,48.8,20.29738808
1200,16000,17000,17000,45,49.84,19.78503609
1200,16000,17000,17000,50,47.54,19.11653709
1200,16000,17000,17000,55,56.66,18.6533699
1200,16000,17000,17000,60,61.53,18.09470177
1200,16000,17000,17000,65,63.21,17.52861977
1200,16000,17000,17000,70,71.07,17.15975571
1200,16000,17000,17000,75,68.73,16.81058884
1200,16000,17000,17000,80,71.18,16.33134842
1200,17000,1000,1000,15,18.45,23.40587997
1200,17000,1000,1000,20,22.61,22.01634407
1200,17000,1000,1000,25,24.15,21.29313087
1200,17000,1000,1000,30,28.35,21.13716125
1200,17000,1000,1000,35,38.92,20.85235023
1200,17000,1000,1000,40,36.29,20.58797836
1200,17000,1000,1000,45,42.91,20.17539978
1200,17000,1000,1000,50,41.86,19.66255188
1200,17000,1000,1000,55,53.31,19.17526245
1200,17000,1000,1000,60,57.37,18.74493599
1200,17000,1000,1000,65,62.1,18.29346466
1200,17000,1000,1000,70,64.52,17.79472923
1200,17000,1000,1000,75,60.99,17.12426567
1200,17000,1000,1000,80,66.13,16.70234299
1200,17000,1000,5000,15,19.55,23.84791565
1200,17000,1000,5000,20,26.73,21.87100029
1200,17000,1000,5000,25,32.11,21.30595779
1200,17000,1000,5000,30,29.69,21.25941086
1200,17000,1000,5000,35,35.6,21.08024216
1200,17000,1000,5000,40,41.91,20.76980782
1200,17000,1000,5000,45,47.77,20.40294647
1200,17000,1000,5000,50,43.42,19.9538517
1200,17000,1000,5000,55,47.54,19.43778801
1200,17000,1000,5000,60,57.3,18.99271202
1200,17000,1000,5000,65,63.12,18.4733963
1200,17000,1000,5000,70,63.03,17.89872742
1200,17000,1000,5000,75,65.53,17.20367813
1200,17000,1000,5000,80,68.57,16.58417892
1200,17000,1000,9000,15,23.74,23.65733719
1200,17000,1000,9000,20,20.71,21.75004005
1200,17000,1000,9000,25,29.5,21.25605011
1200,17000,1000,9000,30,34.94,21.2325573
1200,17000,1000,9000,35,38.1,21.01759338
1200,17000,1000,9000,40,36.56,20.72769928
1200,17000,1000,9000,45,43.99,20.28187752
1200,17000,1000,9000,50,45.79,19.80354309
1200,17000,1000,9000,55,52.32,19.26856422
1200,17000,1000,9000,60,54.72,18.67682838
1200,17000,1000,9000,65,54.9,18.12341881
1200,17000,1000,9000,70,60.63,17.61513901
1200,17000,1000,9000,75,71.24,17.01154709
1200,17000,1000,9000,80,69.08,16.33553123
1200,17000,1000,13000,15,21.36,24.00530815
1200,17000,1000,13000,20,30.29,21.81778336
1200,17000,1000,13000,25,33.92,21.28314781
1200,17000,1000,13000,30,37.36,21.24255753
1200,17000,1000,13000,35,33.56,21.05220985
1200,17000,1000,13000,40,37.72,20.7481308
1200,17000,1000,13000,45,45.55,20.20394897
1200,17000,1000,13000,50,50.25,19.55939484
1200,17000,1000,13000,55,51.81,19.04455566
1200,17000,1000,13000,60,61.07,18.43457413
1200,17000,1000,13000,65,58.58,17.98307037
1200,17000,1000,13000,70,61.23,17.42464828
1200,17000,1000,13000,75,63.02,16.84822273
1200,17000,1000,13000,80,74,16.10881805
1200,17000,1000,17000,15,19.81,23.97060204
1200,17000,1000,17000,20,25.83,21.75550842
1200,17000,1000,17000,25,31.05,21.27149582
1200,17000,1000,17000,30,31.52,21.22219467
1200,17000,1000,17000,35,34.42,21.06348991
1200,17000,1000,17000,40,38.03,20.7276268
1200,17000,1000,17000,45,47.46,20.19544601
1200,17000,1000,17000,50,44.31,19.54564476
1200,17000,1000,17000,55,48.55,19.01716423
1200,17000,1000,17000,60,59.58,18.43449974
1200,17000,1000,17000,65,56.58,17.97612381
1200,17000,1000,17000,70,65.86,17.40602493
1200,17000,1000,17000,75,68.81,16.87113953
1200,17000,1000,17000,80,66.79,16.12925529
1200,17000,5000,1000,15,25.15,23.14323807
1200,17000,5000,1000,20,21.47,21.83553886
1200,17000,5000,1000,25,33.06,21.01653862
1200,17000,5000,1000,30,36.21,20.7227478
1200,17000,5000,1000,35,39.36,20.57769203
1200,17000,5000,1000,40,36.99,20.40172577
1200,17000,5000,1000,45,43.6,19.93948364
1200,17000,5000,1000,50,47.39,19.22068596
1200,17000,5000,1000,55,47.34,18.66983032
1200,17000,5000,1000,60,53.98,18.39414597
1200,17000,5000,1000,65,60.18,17.90305138
1200,17000,5000,1000,70,63.01,17.50784492
1200,17000,5000,1000,75,69.39,16.83699608
1200,17000,5000,1000,80,66.56,16.37226486
1200,17000,5000,5000,15,18.22,23.45757675
1200,17000,5000,5000,20,25.8,21.76310921
1200,17000,5000,5000,25,33.06,21.07188034
1200,17000,5000,5000,30,28.88,20.85645294
1200,17000,5000,5000,35,37.08,20.78339386
1200,17000,5000,5000,40,45.57,20.55451965
1200,17000,5000,5000,45,45.11,20.11309242
1200,17000,5000,5000,50,45.67,19.49585342
1200,17000,5000,5000,55,54.48,19.04297638
1200,17000,5000,5000,60,59.1,18.68262672
1200,17000,5000,5000,65,58.07,18.22042084
1200,17000,5000,5000,70,60.45,17.84017181
1200,17000,5000,5000,75,64.57,17.18885422
1200,17000,5000,5000,80,66.3,16.37566376
1200,17000,5000,9000,15,21.87,23.56523132
1200,17000,5000,9000,20,30.01,21.96362495
1200,17000,5000,9000,25,32.86,21.15092468
1200,17000,5000,9000,30,29.08,20.9340992
1200,17000,5000,9000,35,39.27,20.78329468
1200,17000,5000,9000,40,45.61,20.51372337
1200,17000,5000,9000,45,43.96,20.04291153
1200,17000,5000,9000,50,49.86,19.43397522
1200,17000,5000,9000,55,56.22,18.97816086
1200,17000,5000,9000,60,58.79,18.34163094
1200,17000,5000,9000,65,56.32,17.75853348
1200,17000,5000,9000,70,64.95,17.41288376
1200,17000,5000,9000,75,70.45,16.92681503
1200,17000,5000,9000,80,75.19,16.45375824
1200,17000,5000,13000,15,24.61,23.9286747
1200,17000,5000,13000,20,29.45,21.98742676
1200,17000,5000,13000,25,27.22,21.24620628
1200,17000,5000,13000,30,35.39,21.0373764
1200,17000,5000,13000,35,36.03,20.86491585
1200,17000,5000,13000,40,44.63,20.50918961
1200,17000,5000,13000,45,44.98,19.89858627
1200,17000,5000,13000,50,44.71,19.16996765
1200,17000,5000,13000,55,48.81,18.65979385
1200,17000,5000,13000,60,52.75,18.03223801
1200,17000,5000,13000,65,64.57,17.62561798
1200,17000,5000,13000,70,60.86,17.24737167
1200,17000,5000,13000,75,69.56,16.76586914
1200,17000,5000,13000,80,70.6,16.28407097
1200,17000,5000,17000,15,22.68,23.87487221
1200,17000,5000,17000,20,27.15,21.90791702
1200,17000,5000,17000,25,34.32,21.23781586
1200,17000,5000,17000,30,39.17,21.0470314
1200,17000,5000,17000,35,36.78,20.88694763
1200,17000,5000,17000,40,42.85,20.49022484
1200,17000,5000,17000,45,44.52,19.88939095
1200,17000,5000,17000,50,48.08,19.15447807
1200,17000,5000,17000,55,58.23,18.63441086
1200,17000,5000,17000,60,57.61,18.02766228
1200,17000,5000,17000,65,60.11,17.6119194
1200,17000,5000,17000,70,68.71,17.22893906
1200,17000,5000,17000,75,70.63,16.79842186
1200,17000,5000,17000,80,74.45,16.30941772
1200,17000,9000,1000,15,26.38,23.28840637
1200,17000,9000,1000,20,26.95,21.91717529
1200,17000,9000,1000,25,31.26,21.133461
1200,17000,9000,1000,30,34.14,20.81338501
1200,17000,9000,1000,35,36.84,20.6764164
1200,17000,9000,1000,40,36.81,20.41857529
1200,17000,9000,1000,45,44.55,19.91750145
1200,17000,9000,1000,50,46.82,19.1687851
1200,17000,9000,1000,55,52.32,18.61999893
1200,17000,9000,1000,60,57.21,18.35663223
1200,17000,9000,1000,65,57.17,17.86048889
1200,17000,9000,1000,70,61.08,17.49080086
1200,17000,9000,1000,75,64.86,16.87732887
1200,17000,9000,1000,80,68.79,16.39267921
1200,17000,9000,5000,15,22.89,23.62392235
1200,17000,9000,5000,20,24.63,21.84911156
1200,17000,9000,5000,25,34.31,21.18702507
1200,17000,9000,5000,30,38.07,20.94274521
1200,17000,9000,5000,35,38.41,20.88216782
1200,17000,9000,5000,40,39.99,20.57462502
1200,17000,9000,5000,45,43.31,20.1163578
1200,17000,9000,5000,50,52.26,19.46073532
1200,17000,9000,5000,55,52.93,19.02035904
1200,17000,9000,5000,60,55.62,18.67957878
1200,17000,9000,5000,65,57.89,18.21352196
1200,17000,9000,5000,70,63.24,17.85076141
1200,17000,9000,5000,75,69.34,17.24669647
1200,17000,9000,5000,80,74.18,16.39118958
1200,17000,9000,9000,15,27.26,23.61881256
1200,17000,9000,9000,20,23.49,22.05851173
1200,17000,9000,9000,25,33.55,21.33051872
1200,17000,9000,9000,30,32.55,21.08357239
1200,17000,9000,9000,35,40.22,20.91400146
1200,17000,9000,9000,40,40.71,20.53899384
1200,17000,9000,9000,45,46.28,20.02767944
1200,17000,9000,9000,50,47.81,19.36792946
1200,17000,9000,9000,55,56.33,18.90566254
1200,17000,9000,9000,60,57.92,18.30405235
1200,17000,9000,9000,65,57.58,17.70192528
1200,17000,9000,9000,70,66.85,17.38941574
1200,17000,9000,9000,75,72.11,16.96719742
1200,17000,9000,9000,80,73.49,16.43383217
1200,17000,9000,13000,15,21.01,23.80607414
1200,17000,9000,13000,20,30.6,22.03672981
1200,17000,9000,13000,25,34.75,21.36871147
1200,17000,9000,13000,30,32.03,21.1209259
1200,17000,9000,13000,35,40.42,20.84482384
1200,17000,9000,13000,40,42.67,20.38190842
1200,17000,9000,13000,45,43.91,19.78783798
1200,17000,9000,13000,50,50.04,19.08972359
1200,17000,9000,13000,55,51.66,18.56410408
1200,17000,9000,13000,60,58.38,17.99548721
1200,17000,9000,13000,65,61.82,17.52882957
1200,17000,9000,13000,70,61.66,17.15115929
1200,17000,9000,13000,75,70.01,16.75204659
1200,17000,9000,13000,80,70.23,16.26159477
1200,17000,9000,17000,15,29.22,23.73252869
1200,17000,9000,17000,20,31.43,21.9375
1200,17000,9000,17000,25,36.89,21.3475914
1200,17000,9000,17000,30,30.83,21.10689735
1200,17000,9000,17000,35,36.44,20.85336685
1200,17000,9000,17000,40,47.64,20.36480141
1200,17000,9000,17000,45,51.33,19.77636909
1200,17000,9000,17000,50,50.35,19.07529831
1200,17000,9000,17000,55,59.46,18.55048943
1200,17000,9000,17000,60,59.14,17.99748611
1200,17000,9000,17000,65,59.82,17.52221489
1200,17000,9000,17000,70,66.47,17.13492203
1200,17000,9000,17000,75,66.54,16.7809639
1200,17000,9000,17000,80,68.81,16.27976799
1200,17000,13000,1000,15,22.23,23.35601044
1200,17000,13000,1000,20,31.52,21.95915794
1200,17000,13000,1000,25,31.4,21.17225647
1200,17000,13000,1000,30,33.96,20.82300568
1200,17000,13000,1000,35,36.82,20.66514397
1200,17000,13000,1000,40,37.89,20.39176369
1200,17000,13000,1000,45,42.26,19.92007446
1200,17000,13000,1000,50,47.81,19.19438553
1200,17000,13000,1000,55,55.96,18.62663269
1200,17000,13000,1000,60,52.25,18.37890244
1200,17000,13000,1000,65,63.92,17.87114716
1200,17000,13000,1000,70,61.97,17.52771568
1200,17000,13000,1000,75,68.43,16.8989315
1200,17000,13000,1000,80,69.38,16.43422699
1200,17000,13000,5000,15,26.39,23.63595581
1200,17000,13000,5000,20,31.56,21.89111328
1200,17000,13000,5000,25,32.92,21.22084618
1200,17000,13000,5000,30,31.85,20.94113541
1200,17000,13000,5000,35,42.46,20.87767601
1200,17000,13000,5000,40,42.97,20.55979156
